,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
5522,surulere,ladipo labinjo cresent surulereBode Thomas Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,NEWLY RENOVATED 3 BEDROOM BUNGALOW AND A MINIFLAT BOYS QUARTERS AT THE BACK.,3000000,,9CLKX,"Updated 25 Dec 2019, Added 29 Jul 2019",Newly Built,"Boys Quater
Security
Street Lights
Supermarket Nearby
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
C of O
Big Compound
24 hours Electricity
Water Treatment
Excision
Drainage System
3 Bedrooms
New
Cheap
Renovated",THID IS A SUPERB RENOVATED THREE BEDROOM BUNGALOW HOUSE WITH A MINIFLAT WITH ITS OWN AMAXING FITTED KITCHEN AS WELL . THE COMPOUND IS BIG AND THERE IS STEADY CLEAN RUNNING TREATED WATER . PRE PAID METRE AND SERENE QUIET SECURED CENTRAL SURULERE UPSCALE SUBURB ESTATE NEIGHBOURHOOD. THE BEST NEIGHBOURHOOD IN SURULERE.
5523,surulere,James robertson street surulereMasha Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,SUPER NEWLY RENOVATED TWO BEDROOM UPSTAIRS,1100000,,0CVKV,"Updated 25 Dec 2019, Added 06 Dec 2019",Newly Built,"Security
POP Ceiling
Water Treatment
Child Care
Excision
Supermarket Nearby
Street Lights
Parking Space
Security doors
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
New
Cheap
Renovated",Ghus us the best two bedroom upstairs flat in main surulere
5524,surulere,Yemi babalolaAguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3bedroom flat,700000,,6CNQW,"Updated 25 Dec 2019, Added 29 Aug 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
Cheap
Renovated",Tastefully finished all round tiles fitted kitchen all rooms ensuit wardrobe just 2 in d compound carpark gated compound & street serene environment.
5525,surulere,Adeonitiri street natufeBode Thomas Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom flat,800000,,9BYUY,"Updated 25 Dec 2019, Added 15 Jan 2019",,,
5526,surulere,Muyiwa opaleyeAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat upstairs,350000,,4CDDV,"Updated 25 Dec 2019, Added 09 Apr 2019",,,
5527,surulere,Oscar Abu crescent off babs AnimashuanBode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Good 2 bedroom all rooms ensuite,600000,,2CBXB,"Updated 25 Dec 2019, Added 14 Mar 2019",,2 Bedroom,Very sharp and affordable 2 bedroom flat all rooms ensuite with a guest toilet on Oscar Abu crescent off Babs Animashuan after chief natufe crescent Surulere
5529,surulere,Off jubri MartinLawanson Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,400000,,7CLDX,"Updated 25 Dec 2019, Added 25 Jul 2019",,,
5530,surulere,ogunlana driveOgunlana Surulere Lagos,4 beds 2 baths 2 Toilets,4,2,2,4bedroom flat upstairs office space at ogunlana drive,1200000,,3CCTJ,"Updated 25 Dec 2019, Added 01 Apr 2019",,,
5531,surulere,Bodethomas street Bode Thomas Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3bedroom office space,1500000,,9CDDL,"Updated 25 Dec 2019, Added 09 Apr 2019",,,
5532,surulere,Olayemi street off agbonyi by adelabuAdelabu Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain upstairs,250000,,7CQBY,"Updated 25 Dec 2019, Added 17 Sep 2019",,,
5533,surulere, Idi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,room self contain,200000,,8BXMB,"Updated 25 Dec 2019, Added 04 Dec 2018",,"POP Ceiling
Parking Space
All Room Ensuit
Big Compound
1 Bedrooms
Renovated",lovely now room seif contain at idi Arabs very nice
5535,surulere,Ramlatson street off olatunde onimole Aguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat upstairs,400000,,9CESC,"Updated 25 Dec 2019, Added 07 May 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
Big Compound
1 Bedrooms
Cheap
Renovated",Very lovely and decent place all round tiles tastefully finished serene environment.
5537,surulere,Oscar Abu crescent off babs animashaun by bodethomasBode Thomas Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT AT OSCAR ABU,650000,,3CAZ,"Updated 25 Dec 2019, Added 21 Feb 2019",,"24 hours Electricity
POP Ceiling
Security
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
Cheap
Renovated","Newly renovated house all round tiles tastefully finished very big & standard living room p.o.p wall screening massive carpark, quiet neighborhood."
5539,surulere,Owuokiri streetAlaka Estate Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Miniflat,850000,,0BXLJ,"Updated 25 Dec 2019, Added 03 Dec 2018",Serviced,,
5557,surulere,Arabada street idiarabaIdi Araba Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,Mini flat,400000,,2CKMQ,"Updated 25 Dec 2019, Added 15 Jul 2019",Newly Built,"24 hours Electricity
Security
POP Ceiling
24 Hours Security
All Room Ensuit
Big Compound
1 Bedrooms
New",Standard Mini Flat at arabada street idiaraba surulere very niice
5559,surulere,Ketu close off brown road agudaAguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,650000,,9CBCS,"Updated 25 Dec 2019, Added 25 Feb 2019",,"24 hours Electricity
Security
POP Ceiling
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
2 Bedrooms
Renovated","Tastefully finish house all round tiles, fitted kitchen all room ensuit massive carpark.serene environment."
5561,surulere,irone avenue off adetola agudaAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,miniflat at irone avenue off adetola agudav,350000,,3BZPE,"Updated 25 Dec 2019, Added 29 Jan 2019",,1 Bedroom,"very lovely and decent place gated compound all round tiles tastefully finished, serene environment."
5563,surulere,Adekunle kuye street off agbonyin street off adelabu street surulereAdelabu Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,SUPERB THREE BEDROOM UPSTAIRS FLAT IN A GREAT HOUSE OF FOUR TENANTS .,800000,,5CTDJ,"Updated 25 Dec 2019, Added 30 Oct 2019",Furnished Newly Built,,
5564,surulere,Babs animashawuBode Thomas Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat,550000,,8CBX,"Updated 25 Dec 2019, Added 14 Mar 2019",,,
5565,surulere,Ajao street off olufemi by ogunlana driveOgunlana Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat upstairs at ogunlana drive,700000,,1CHB,"Updated 25 Dec 2019, Added 10 Jun 2019",,,
5566,surulere,Folawuyo bamikole street off Masha kilo Kilo Marsha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000,,9CJUA,"Updated 25 Dec 2019, Added 04 Jul 2019",,"24 hours Electricity
24 Hours Security
Big Compound
1 Bedrooms
Renovated",Standard Mini Flat at Folawuyo bamikole street off Masha kilo very niice
5568,surulere,Off isahga rood lawani streetIdi Araba Surulere Lagos,1 beds 1 baths Toilets,1,1,0,Mini flat,300000,,1CBLY,"Updated 25 Dec 2019, Added 05 Mar 2019",,,
5569,surulere,Off Adelabu rood ilori street surulerAdelabu Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,400000,,7CCSQ,"Updated 25 Dec 2019, Added 01 Apr 2019",,"24 hours Electricity
24 Hours Security
Big Compound
1 Bedroom",Standard mini flat at off Adelabu rood ilori street very nice
5571,surulere,Fuja street off randleRandle Avenue Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain,250000,,2CBUL,"Updated 25 Dec 2019, Added 12 Mar 2019",,"24 hours Electricity
Security
24 Hours Security
Security doors
Big Compound
1 Bedrooms
Renovated","Very lovely and decent place all round tiles ,gated compound serene environment.."
5572,surulere,Bode Thomas street.Bode Thomas Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,MINI FLAT UPSTAIRS AT BODE THOMAS,750000,,5CAZN,"Updated 25 Dec 2019, Added 21 Feb 2019",,"24 hours Electricity
Security
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
Cheap
Renovated","Newly renovated house all round tiles tastefully finished, upstairs pay & park in decent environment ."
5573,surulere,Eloseh street off adekunle kuyeKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat upstairs,600000,,6CEJU,"Updated 25 Dec 2019, Added 02 May 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
Big Compound
2 Bedrooms
Cheap","Tastefully finished all round tiles fitted kitchen big and spacious living room, massive carpark serene environment wardrobe."
5575,surulere,off adekunle adekuyeAdelabu Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat upstairs,1300000,,9BZJE,"Updated 25 Dec 2019, Added 25 Jan 2019",,"Security
POP Ceiling
Water Treatment
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
Renovated",newly renovated house all round tiles tastefully finished fitted kitchen massive carpark serene environment.
5577,surulere,thomas animashaun street off brown.Aguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,750000,,2BYCU,"Updated 25 Dec 2019, Added 25 Dec 2018",,,
5578,surulere,Tayo shokoya street aguda surulereAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat,400000,,8CFFW,"Updated 25 Dec 2019, Added 14 May 2019",,"24 hours Electricity
24 Hours Security
2 Bedroom",2bedroom flat at aguda surulere muyiwa opaleye street very niice
5580,surulere,Brown street Aguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,This is a newly built and Mikano generator serviced block of four flats,850000,,5CHL,"Updated 25 Dec 2019, Added 14 Jun 2019",Serviced Newly Built,"24 hours Electricity
Security
Water Treatment
Street Lights
Parking Space
Security doors
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
New
Serviced
Cheap
D","This is a newly built block of four flats of two bedroom apartments. large car parking space, water heater , water treatment plants, split unit connection already installed, dstv wiring already installed. lovely finishing . brand new mikano generator to service the four flats etc"
5582,surulere,Shotayo hudges off kiloKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat upstairs,600000,,3CEDV,"Updated 25 Dec 2019, Added 29 Apr 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
Big Compound
2 Bedrooms
Cheap",Very good and standard house decent compound upstairs with 2t/2b serene environment.
5583,surulere,markudi street parklane off apapa roadAlaka Iponri Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,"2bedroom flat at parklane off apapa road,,costain",500000,,0CCLK,"Updated 25 Dec 2019, Added 26 Mar 2019",,2 Bedroom,very lovely and decent house all round tiles tastefully finished fitted kitchen serene environment
5600,surulere,Garuba Musa off aborishade street lawansonLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat at off aborishade lawanson,250000,,8CFQR,"Updated 25 Dec 2019, Added 19 May 2019",,,
5601,surulere,"bode thomas,Surulere Surulere Lagos",0 beds 0 baths 0 Toilets,0,0,0,open spaces,2500000,,B1709,"Updated 24 Dec 2019, Added 30 Sep 2015",,,"This property consists of a front building and a back building in Surulere. The front building consists of different square meters suitable for shops and offices. Each unit comes with a toilet. The back building consists of open floor spaces of about 100sqm on the ground and upper floor each. Price range for spaces in this building is between 1,500,000 and 2,500,000."
5602,surulere,"Iponri,Alaka Iponri Surulere Lagos",0 beds 0 baths 6 Toilets,0,0,6,330sqm office space,4500000,,K2021,"Updated 24 Dec 2019, Added 13 Nov 2017",,,"Neat 330sqm office space around Iponri for rent.
The available space is on the 1st floor of the building and its an open plan with an enclosed office.
There are 6 conveniences. Rent is N4,500,000 with one year payable in advance but fees would be paid on 2years."
5603,surulere,Off Ogunlana Drive Ogunlana Surulere Lagos,4 beds 4 baths 5 Toilets,4,4,5,Well renovated corner-piece 4bedroom detached duplex with BQ,3000000,,E9129,"Updated 24 Dec 2019, Added 31 Jan 2017",,4 Bedroom,"Well renovated, corner-piece 4bedroom detached duplex with BQ, located off Ogunlana drive surulere.

All rooms including the kitchen are spacious and the bedrooms en-suite. There's good compound space. Suitable for either residential or commercial

Rent is N3million per annum"
5604,surulere,Off Adeniran Ogunsanya Adeniran Ogunsanya Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand new 3 bedroom flat,2500000,,E7839,"Updated 24 Dec 2019, Added 18 Jan 2017",,3 Bedroom,"Tastefully and neatly finished 3bedroom flat off adeniran ogunsanya, surulere. There are 6 flats in building and enough car park space

All rooms and kitchen are very spacious .all rooms are en-suite. There's a guest toilet. There's a maids room attached.

Rent is N2.5million per annum and service charge is N800.000 per annum"
5605,surulere,IjeshaLagos,2 beds 2 baths Toilets,2,2,0,2 Bedroom Flat For Rent At Surulere,800000,,L2158,"Updated 22 Dec 2019, Added 14 Aug 2017",,2 Bedroom,"Brand new 2 bedroom flat, all room ensuite, guest toilet, dinning area, fitted kitchen, balcony in Ijesha Surulere, Lagos. 800k per annum"
5607,surulere,Off adeniran ogunsanyaAdeniran Ogunsanya Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,Office Space,1200000,,K5436,"Updated 22 Dec 2019, Added 25 Nov 2017",,,
5608,surulere,bishop street Western Avenue Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand New And Well Finished Spacious 3 Bedrooms Apartment,1000000,,J0616,"Updated 22 Dec 2019, Added 19 Sep 2017",,3 Bedroom,"Brand new,Well Finished,Spacious 3Bedrooms Apartmemt With Marble Tiles,Fitted Kitchen, All Room Ensuite,Balconies,Seperate Prepaid Metre,At Bishop Street Surulere Lagos."
5609,surulere,Bode ThomasLagos,2 beds 2 baths Toilets,2,2,0,Well Maintained 2 Bedroom Flats For Rent At Surulere,900000,,L1842,"Updated 22 Dec 2019, Added 21 Aug 2017",,2 Bedroom,"TO Let: Nice and Well Maintained 2 bedrooms Flats,All Room Ensiute,Nice Kitchen, 2 tenent In A Compound in Chief Natufe By Bode Thomas Surulere Lagos. 900k Per Annum"
5610,surulere,Soleye Crescent Ogunlana Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,Nice 2 bedroom Flat,1200000,,H5129,"Updated 22 Dec 2019, Added 19 Aug 2017",,,"Nice 2 bedroom Apartment ,all room ensuite, guest toilet,nice neighbourhood in surulere."
5611,surulere,Off Ishaga RoadLagos,2 beds 2 baths Toilets,2,2,0,2 Bedrooms Flat For Rent At Surulere,750000,,L2162,"Updated 22 Dec 2019, Added 14 Aug 2017",,2 Bedroom,"Very Nice and Lovely 2 bedrooms flat,All rooms ensuite,all round tiles, fitted kitchen, guest toilet, wardrobes, water heater, separate prepaid metre, in a very nice neighbourhood off Ishaga Road, Surulere, Lagos. 750k per annum"
5612,surulere,Masha SurulereMasha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand New And Exquisitely Finished 3 Bedrooms Apartments + a room bq,1500000,,J5291,"Updated 22 Dec 2019, Added 13 Oct 2017",,3 Bedroom,"BRAND New And Exquisitely Finished 3 bedroom Apartments  with a room BQ Each  in Masha - is a Very tasteful, gated, round with fence, security incline area, clean environment, enormous car park, good tap water and borehole, tiled, all axis motorable, academically inclined environment, corporate building, moderate facility used etc."
5613,surulere,Off AdelabuAdelabu Surulere Lagos,4 beds 4 baths 5 Toilets,4,4,5,Lovely 4Bedrooms Duplex,2500000,,J0753,"Updated 22 Dec 2019, Added 19 Sep 2017",,4 Bedroom,"Nice and Clean 4Bedrooms Duplex self Compound,All Rooms Ensuite With Guest Toilet,Fitted Kitchen, In Very Serene And Secure Area Off Adelabu surulere Lagos."
5614,surulere, Bode Thomas Surulere Lagos,4 beds 3 baths 3 Toilets,4,3,3,office space,2000000,,X5493,"Updated 22 Dec 2019, Added 16 Jul 2018",,4 Bedroom,"Serviced And Lovely 145Sqm Office Space for rent. It is  Demarcated Already With Toilet, 2 Rooms Ensulte,Space For Reception, Boardroom Directly On Bode Thomas Surulere Lagos."
5615,surulere,Bode ThomasBode Thomas Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,2 Bedroom Apartment,1000000,,J6547,"Updated 22 Dec 2019, Added 19 Oct 2017",,,"2bedrooms apartment,all rooms ensuite,guest toilet,fitted kitchen on bode thomas surulere lagos."
5616,surulere,Off AdelabuAdelabu Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Executive 2Bedrooms Apartment Off Adelabu Surulere,1000000,,J2867,"Updated 22 Dec 2019, Added 30 Sep 2017",,2 Bedroom,"Executive and Very Nice 2Bedrooms Apartment,All rooms Ensuite ,Guest Toilet,Fitted Kitchen, Wardrobe,Ample Parking Space Off Adelabu Surulere Lagos"
5617,surulere, Bode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,700000,,N0041,"Updated 22 Dec 2019, Added 10 Dec 2017",,1 Bedroom,"Very Nice Miniflat With Pop,Nice Kitchen,Car Park Space Off Bode Thomas Surulere Lagos"
5618,surulere, Iponri Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand New and Well Finished 3 Bedroom Apartment In Iponri Estate Lagos.,1500000,,W8862,"Updated 22 Dec 2019, Added 13 Jun 2018",,3 Bedroom,"Well Finished 3 Bedrooms Apartment All Rooms En-suite,Guest Toilet, Fitted Kitchen, Balcony, Ample Parking, In Iponri Estate Off Bode Thomas Surulere Lagos."
5619,surulere,Off Ogunlana DriveOgunlana Surulere Lagos,4 beds 3 baths 3 Toilets,4,3,3,4 Bedrooms Bungalow,2000000,,N1073,"Updated 22 Dec 2019, Added 14 Dec 2017",,4 Bedroom,"4bedroom bungalow for office use ,Spacious Need Revovation,Not Alone in The Compound But In A Very Nice Area Off Ogunlana Drive Surulere"
5620,surulere,Masha SurulereMasha Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini flat,500000,,K4794,"Updated 22 Dec 2019, Added 23 Nov 2017",,1 Bedroom,Newly built miniflat With Just 4Tenent With Car Park In A Serene Neighbourhood Off Masha Road Surulere Lagos.
5639,surulere, Bode Thomas Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Office Space,1100000,,N1330,"Updated 22 Dec 2019, Added 14 Dec 2017",,3 Bedroom,"Very clean,Nice And Lovely 3Bedrooms Office Space Directly On Bode Thomas Surulere,Rooms Ensuite,All round tiled,Parking Space."
5640,surulere,Off Ogunlana DriveOgunlana Surulere Lagos,6 beds 6 baths 5 Toilets,6,6,5,COMMERCIAL PROPERTY,3500000,,N0533,"Updated 22 Dec 2019, Added 12 Dec 2017",,6 Bedroom,"Very Nice Detached House,Renovated With Bq ,Ample Parking Space,Self Compound, Generator House and Security House Off Ogunlana Drive Surulere Lagos."
5641,surulere,Off Adekunle KuyeAdelabu Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive Miniflat Upstairs,600000,,J0102,"Updated 22 Dec 2019, Added 16 Sep 2017",,1 Bedroom,Executive And Very Nice Miniflat Off With 2Toilet And Fitted Kitchen Very Spacious Room Pop Off Adekunle Kuye Surulere Lagos
5642,surulere,Off AdelabuAdelabu Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive And Spacious Miniflat,850000,,H1091,"Updated 22 Dec 2019, Added 28 Jul 2017",,1 Bedroom,"Executive Miniflat With Room Ensuite,Spacious And Fitted Kitchen,Wardrobe Off Adelabu Surulere."
5643,surulere,bishop street Ojuelegba Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,Well Renovated 3 bedroom Flat,800000,,G6766,"Updated 22 Dec 2019, Added 29 Jun 2017",,3 Bedroom,Well Renovated 3bedroom Flats Good Neighbourhood in bishop street Very close to jibowu and Ojuelegba
5644,surulere,Off bode thomasBode Thomas Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Serviced Executive Miniflat Off Bode Thomas Surulere,800000,,G8616,"Updated 22 Dec 2019, Added 12 Jul 2017",Serviced Newly Built,"24 hours Electricity
Security
POP Ceiling
Water Treatment
Jacuzzi
Street Lights
Supermarket Nearby
24 Hours Security
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
New
Cheap
Serviced","Luxury,Serviced and Executive Miniflat With 2 toilet ,Spacious and Fitted  Kitchen Off Bode Thomas Surulere"
5646,surulere,off Adeniran ogunsanya Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice Roomself Contain,350000,,J0747,"Updated 22 Dec 2019, Added 19 Sep 2017",,,
