,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
5356,surulere,"Santos estate off Thomas Animashaun, agudaAguda Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat,650000,,4CLZH,"Updated 25 Dec 2019, Added 06 Aug 2019",,"24 hours Electricity
Security
Street Lights
Parking Space
24 Hours Security
Security doors
Big Compound
2 Bedrooms
Cheap
Renovated","Newly renovated place all round tiles , wardrobe carpark serene environment."
5357,surulere,Adekunle kuye street off adelabuAdelabu Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly renovated 2bedroom flat upstairs,1200000,,0CHV,"Updated 25 Dec 2019, Added 19 Jun 2019",,,
5358,surulere,Omololu street off akerekeRandle Avenue Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain,230000,,2CBUM,"Updated 25 Dec 2019, Added 12 Mar 2019",,,
5359,surulere,Dipo olubi street off ikene kiloKilo Marsha Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3bedroom flat at dipo olubi,650000,,6CFGS,"Updated 25 Dec 2019, Added 15 May 2019",,"Security
Parking Space
24 Hours Security
Security doors
Big Compound
3 Bedrooms
Cheap
Renovated",Very lovely and clean compound very fantastic all round tiles interlocking compound gated compound and street serene environment.
5360,surulere,adegoke crescent off ogunlana driveOgunlana Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat at adegoke crescent off ogunlana drive,850000,,7BZPE,"Updated 25 Dec 2019, Added 29 Jan 2019",,2 Bedroom,tastefully finished all round tiles very quiet neighborhood gated compound massive carpark
5361,surulere,Sabi Whose streetBode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000,,6CLDY,"Updated 25 Dec 2019, Added 25 Jul 2019",,"24 hours Electricity
24 Hours Security
Big Compound
1 Bedrooms
Renovated",Very Standard Mini Flat at Bode Thomas Savoy whose street very niice
5362,surulere,Oduduwa street off kiloKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat newly renovated,600000,,4CLCK,"Updated 25 Dec 2019, Added 24 Jul 2019",,,
5363,surulere,Shola bunmi street off oladimeji agudaAguda Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3bedroom flat upstairs,600000,,5CMDN,"Updated 25 Dec 2019, Added 08 Aug 2019",,"24 Hours Security
All Room Ensuit
Big Compound
3 Bedrooms
Cheap
Renovated",All round tiles fitted kitchen serene environment
5365,surulere,Off Onitire roadItire Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,Newly Built furnished One Bedroom Mini flat,500000,,7CKMQ,"Updated 25 Dec 2019, Added 15 Jul 2019",Furnished Newly Built,"POP Ceiling
Security
Supermarket Nearby
24 Hours Security
Security doors
1 Bedrooms
New
Furnished","This furnished One Bedroom Mini-Flat is exquisitely finished with a spacious room (all screed), Good Tap water and Borehole, 50% Electricity (Prepaid), in a serene close with good Security. Simply the Best around Surulere. For more Info or Inspection contact RAZMAT PROPERTIES - [redacted], [redacted]"
5373,surulere,Off adetola street Aguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,SUPERB TWO BEDROOM FLAT IN A LOVELY BLOCK OF FOUR FLATS,1000000,,4CUQ,"Updated 25 Dec 2019, Added 22 Nov 2019",Newly Built,"Security
Water Treatment
Excision
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
New
Cheap
Renovated",This is a superb house and flat . all tiled floors and good bug living room and bedrooms etc
5392,surulere,Off adetola street agudaAguda Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3bedroom flat,800000,,3CJT,"Updated 25 Dec 2019, Added 04 Jul 2019",Newly Built,"Security
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
New
Cheap","Very lovely and decent place all round tiles,all room ensuit , with prepaid meter, massive carpark, serene environment."
5394,surulere,Off adetola street by cele agudaAguda Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat,800000,,5CJTL,"Updated 25 Dec 2019, Added 04 Jul 2019",,"24 hours Electricity
Security
POP Ceiling
Parking Space
24 Hours Security
Security doors
Big Compound
3 Bedrooms
Cheap
Renovated","Newly renovated house all round tiles fitted kitchen, tastefully finished massive carpark serene environment."
5396,surulere,.Aguda Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,"Tastefully finished , all rooms en-suite, pop ceiling finished 3 Bedroom Flat",1300000,,1CGZW,"Updated 25 Dec 2019, Added 09 Jun 2019",Newly Built,,
5397,surulere,Eric Manuel crescent off bode ThomasBode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain,400000,,9CNXA,"Updated 25 Dec 2019, Added 02 Sep 2019",,1 Bedroom,Room self contain upstairs on Eric Manuel crescent off bode Thomas for residential purpose preferably Yoruba client or working class from other tribe price #400k a year rent
5399,surulere,"off Folawiyo bankole,masha SurulereMasha Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,Roomself studio flat,250000,,4CBWL,"Updated 25 Dec 2019, Added 13 Mar 2019",,1 Bedroom,"Spacious,serviced and secured studio flat in a good neighborhood in Surulere Features-Standby generator when there is no light,Nepa bills,Lawma,security and water.service charge #120k every 6 months"
5401,surulere,On Adekunle street off Adelabu SurulereAdelabu Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Renovated 2br flat upstairs.,1000000,,9CJJY,"Updated 25 Dec 2019, Added 27 Jun 2019",,2 Bedroom,Renovated 2 bedroom flat very spacious with 2 toilet and 2 bath upstairs just four (4) tenants in the compound with enough parking space and prepaid meter on Adekunle kuye off agboyin by Adelabu #1m
5403,surulere,Yesufu sanusi off adeniran Ogunsanya Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat office space,600000,,7CKYG,"Updated 25 Dec 2019, Added 22 Jul 2019",,"24 hours Electricity
Security
Street Lights
Parking Space
24 Hours Security
Big Compound
1 Bedrooms
Cheap","Miniflat office space just 2people in d compound ,very decent and clean compound ,gated compound serene environment."
5405,surulere,Adekunle kuyeAdelabu Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2bedroom flat upstairs,800000,,1CNBH,"Updated 25 Dec 2019, Added 21 Aug 2019",,,
5406,surulere,"Shodipe close ,akinhanmi off Western avenueWestern Avenue Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,2bedroom flat,750000,,5CNBH,"Updated 25 Dec 2019, Added 21 Aug 2019",Newly Built,,
5407,surulere,Bode thomas street surulereBode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,THIS IS A NEWLY BUILT THREE BEDROOM FLAT AT BODE THOMAS STREET AXIS SURULERE,1500000,,7CLKX,"Updated 25 Dec 2019, Added 28 Jul 2019",Newly Built,,
5408,surulere,RAUFU WILLIAMSAdelabu Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,NEWLY BUILT HOUSE WITH THREE UNITS OF THREE BEDROOM FLATS OFF ADELABU STREET CENTRAL SURULERE,1500000,,7CPQH,"Updated 25 Dec 2019, Added 11 Sep 2019",Newly Built,,
5409,surulere,BAMIDURO STREET OFF FOLAWIYO BANKOLE STREET JUST OFF MASHA BUS STOP CENTRAL SURULEREMasha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,SUPERBLY BUILT DUPLEX .WELL MAINTAINED AND LARGE COMPOUND,1500000,,9CJEB,"Updated 25 Dec 2019, Added 25 Jun 2019",Newly Built,,
5410,surulere,olufemi street off NathanWestern Avenue Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom flat,700000,,2BYE,"Updated 25 Dec 2019, Added 28 Dec 2018",,,
5411,surulere,Ishawu adewale streetBode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BEDROOM FLAT,1000000,,9CBUF,"Updated 25 Dec 2019, Added 12 Mar 2019",,,
5412,surulere,Ijesha Ola street surulereIjesha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Room seif contain,160000,,4CEZX,"Updated 25 Dec 2019, Added 11 May 2019",,,
5413,surulere,"Adekunle kuye street,AgudaAguda Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,Newly renovated 2 bedroom flat,850000,,0CLDE,"Updated 25 Dec 2019, Added 24 Jul 2019",,,
5414,surulere,Mabo streetOjuelegba Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Ensuit 2bed flat,600000,,0CGXG,"Updated 25 Dec 2019, Added 07 Jun 2019",,"2 Bedrooms
Renovated",The house is fenced round with car park. It can be slightly negotiated. .
5416,surulere,Fashoro lain idi arabaIdi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,mini flat,250000,,9CALM,"Updated 25 Dec 2019, Added 13 Feb 2019",,1 Bedroom,portable mini flat at fashoro of very nice
5418,surulere,Oladehinde street off rosanwo agudaAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain at oladehinde aguda,220000,,4CFGS,"Updated 25 Dec 2019, Added 15 May 2019",,"Security
Parking Space
24 Hours Security
Security doors
Big Compound
1 Bedrooms
Cheap
Renovated",Very lovely and decent place all round tiles gated compound very secure neighborhood
5420,surulere,Off adelabu street central surulereAdelabu Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,SUPERBLY RENOVATED TO CONTEMPORARY THREE BEDROOM BUNGALOW . IN A QUIET CLOSE OFF ADELABU STREET SURULERE CLOSE,800000,,1CQXW,"Updated 25 Dec 2019, Added 26 Sep 2019",,"Security
Water Treatment
Child Care
Street Lights
Supermarket Nearby
Parking Space
Church Nearby
Security doors
Big Compound
3 Bedrooms
Cheap
Dry
Renovated",THIS IS A LOVELY RENOVATED THREE BEDROOM FLAT I N A QUIET HIGHLY RESIDENTIAL STREET OFF ADELABU STREET CENTRAL SURULERE
5430,surulere,Adeniran ogunsanyaAdeniran Ogunsanya Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,3bedroom office space upstairs,1800000,,7CDDM,"Updated 25 Dec 2019, Added 09 Apr 2019",,"24 hours Electricity
Security
POP Ceiling
Parking Space
24 Hours Security
Security doors
Big Compound
3 Bedroom","Very lovely and decent place all round tiles facing the road, tastefully finished, serene environment ,carpark."
5431,surulere,off Itire RoadLawanson Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,An Exqusitely Finished One Bedroom Flat,500000,,9CKPK,"Updated 25 Dec 2019, Added 16 Jul 2019",Newly Built,"Security
Water Treatment
Supermarket Nearby
Restaurants Nearby
24 Hours Security
All Room Ensuit
1 Bedrooms
New
D","A very tasteful and spacious one bedroom mini flat with massive sitting room, fitted kitchen cabinets,well treated water, very secured in a serene close.For more info / inspection contact Razmat Properties - [redacted], [redacted]"
5433,surulere,Olokori street Alaka Estate Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,SUPERB SERVICED THREE BEDROOM UPSTAURS APARTMENT IN A SERVICED MINI ESTATE IN THE AMAZING ALAKA ESTATE AN ESTATE INSIDE AN ESTATE IN MAIN CENTRAL SURULERE,2500000,,0CR,"Updated 25 Dec 2019, Added 06 Oct 2019",Serviced Newly Built,"POP Ceiling
Security
Jacuzzi
Street Lights
Parking Space
24 Hours Security
Security doors
Big Compound
24 hours Electricity
Water Treatment
Excision
Children Play Ground
All Room Ensuit
Drainage System
3 Bedrooms
New
Serviced
Renovated",This is no dought the best three bedroom apartment surulere in terms of everything it's a replica of what you would find in old ikoyi bourdillon built by the same company and landlord. An interested inspection will amaze you
5434,surulere,Obele lawason surulereLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,350000,,3CPDE,"Updated 25 Dec 2019, Added 05 Sep 2019",,"24 hours Electricity
24 Hours Security
1 Bedroom",Mini flat at lawason obele lawason surulere very niice
5436,surulere,Johnson street ijeshaIjesha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,300000,,7CJZK,"Updated 25 Dec 2019, Added 08 Jul 2019",Newly Built,"24 hours Electricity
POP Ceiling
24 Hours Security
1 Bedrooms
New",Standard Mini Flat at Johnson street ijesha rood very niice
5438,surulere,adeniran ogunsanyaAdeniran Ogunsanya Surulere Lagos,3 beds baths 3 Toilets,3,0,3,open plan office space at adeniran ogunsanya,1700000,,0BZPF,"Updated 25 Dec 2019, Added 29 Jan 2019",,3 Bedroom,Open plan office space all round tiles very big and spacious well decent
5440,surulere,Off bodethomas street in a highly residential serene closeBode Thomas Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,SUPERB THREE BEDROOM GROUND FLOOR APARTMENT ONLY TWO TENANTS IN THE BIG COMPOUND DIRECTLY OFF BODETHOMAS STREET,1800000,,3CSAA,"Updated 25 Dec 2019, Added 12 Oct 2019",Newly Built,"24 hours Electricity
Security
POP Ceiling
Water Treatment
Excision
Street Lights
Parking Space
24 Hours Security
Security doors
Drainage System
Big Compound
3 Bedrooms
New
Cheap
Renovated","This is a superb house located in an amaxing central surulere neighbourhood off the middle of bodethomas near the police station axis .only two tenants in the compound . Prepaid metre, super clean water treatment plant etc"
5443,surulere,Off brown road agudaAguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat upstairs,600000,,8CLZH,"Updated 25 Dec 2019, Added 06 Aug 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
2 Bedrooms
Cheap
Renovated","Newly renovated house all round tiles fitted kitchen tastefully finished prepaid meter, bole hole water,gated compound gated street ,quiet neighborhood."
5446,surulere,Thomas animaahaun street off brown rdAguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom duplex at aguda,600000,,5CDRW,"Updated 25 Dec 2019, Added 18 Apr 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
2 Bedrooms
Cheap
Renovated","Very big and massive house well standard all room ensuit, big living room carpark serene environment."
5449,surulere,The street is off adeniran ogunsanya street Adeniran Ogunsanya Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,SUPERB MINIFLAT LOCATED IN THE BEST AND QUIET CLEANEST HIGHLY RESIDENTIAL STREET AXIS OFF ADENIRAN OGUNSANYA SURULERE,550000,,2CKNW,"Updated 25 Dec 2019, Added 16 Jul 2019",Newly Built,,
5450,surulere,Itire rood lawason surulereLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Room seif contact,250000,,4CQRS,"Updated 25 Dec 2019, Added 24 Sep 2019",Newly Built,"24 hours Electricity
24 Hours Security
1 Bedrooms
New",Room seif contact at itire road lawason oseni street very niice
5451,surulere,ogunleye street off adekunle kuyeAdelabu Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom FLAT upstairs,1000000,,0BZJF,"Updated 25 Dec 2019, Added 25 Jan 2019",,,
5452,surulere,ikenne street off adekunle kuyeKilo Marsha Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,miniflat upstairs at ikenne street,600000,,8CCJN,"Updated 25 Dec 2019, Added 25 Mar 2019",,,
5453,surulere,yemi babalola street off olatunde onimoleAguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat upstairs,700000,,5BZCV,"Updated 25 Dec 2019, Added 21 Jan 2019",,"Security
POP Ceiling
Water Treatment
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
Drainage System
All Room Ensuit
Big Compound
3 Bedrooms
Renovated","tastefully finished all round tiles, fitted kitchen all rooms ensuit,serene environment."
5454,surulere,Aborishade street off lawanson Aguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly renovated 2 bedroom flat,500000,,6CJDL,"Updated 25 Dec 2019, Added 24 Jun 2019",,"POP Ceiling
Security
24 Hours Security
Security doors
All Room Ensuit
2 Bedrooms
Cheap
Renovated",Tastefully finished house all round tiles fitted kitchen all room ensuit p.o.p wall screeding quiet neighborhood.
5455,surulere,.Lawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Very decent mini flat , well gated with car park space",450000,,6CLKJ,"Updated 25 Dec 2019, Added 28 Jul 2019",Newly Built,"Security
POP Ceiling
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
1 Bedrooms
New","Tastefully finished , Very decent mini flat , well gated with car park space , ceiling pop finished ,has prepaid meter
(One and half year rent required)"
5458,surulere,odogbolu street off adetola Aguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat upstairs,1000000,,0BZCN,"Updated 25 Dec 2019, Added 21 Jan 2019",,,
5459,surulere,Muyiwa opaleye street aguxaAguda Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3bedroom flat,500000,,2CFFV,"Updated 25 Dec 2019, Added 14 May 2019",,"24 hours Electricity
24 Hours Security
3 Bedroom",Standard 3bedroom flat at aguda muyiwa opaleye street very good
5460,surulere,"Off adetola street, agudaAguda Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat upstairs,700000,,2CDFK,"Updated 25 Dec 2019, Added 10 Apr 2019",Newly Built,,
5461,surulere,Off Adebola street off OgunsanyaAdeniran Ogunsanya Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built Miniflat bungalow,800000,,1CLQS,"Updated 25 Dec 2019, Added 31 Jul 2019",Newly Built,"24 hours Electricity
Security
POP Ceiling
Parking Space
24 Hours Security
Security doors
Big Compound
1 Bedrooms
New
Cheap","Tastefully finished all round tiles fitted kitchen newly built house,wardrobe gated compound serene environment"
5481,surulere,Idk araba off isahaga roodIdi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Room Seif contain,250000,,1CHJW,"Updated 25 Dec 2019, Added 14 Jun 2019",,1 Bedroom,Room Seif contain at off isahaga rood idk araba very niice
5482,surulere,Santos estate Aguda Aguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat upstairs,700000,,7CLQS,"Updated 25 Dec 2019, Added 31 Jul 2019",,,
5483,surulere,brown road agudaAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat upstairs at brown road aguda,500000,,6CCBB,"Updated 25 Dec 2019, Added 18 Mar 2019",,,
5484,surulere,Oduduwa streetKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,600000,,0CLDY,"Updated 25 Dec 2019, Added 25 Jul 2019",,,
5485,surulere,Samson street off folawiyo bankole street Kilo Marsha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,THIS IS A BLOCK OF FIVE BEDROOM FLATS .THE GROUND FLOOES ARE USED BU WARE HOUSE BY THE LANDLORD AND WOULD NOT BE RENTED OUT. THE NUMBER OF FLATS AVAILABLE FOR RENT IS FOUR NUMBERS OF FLATS THAT ARE UPSTAIRS,1300000,,2CHWR,"Updated 25 Dec 2019, Added 20 Jun 2019",Newly Built,,
5486,surulere,Off isahga rood lawani streetIdi Araba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,300000,,7CBNX,"Updated 25 Dec 2019, Added 06 Mar 2019",,,
5487,surulere,Off acerola street aguda surulereAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,600000,,4CJUB,"Updated 25 Dec 2019, Added 04 Jul 2019",,,
5488,surulere,Lawanson Ajorin streetLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,A Room Seif contain,150000,,7CGJJ,"Updated 25 Dec 2019, Added 30 May 2019",Newly Built,,
5489,surulere,Shotayo street Kilo Marsha Surulere Lagos,2 beds 4 baths 4 Toilets,2,4,4,NEWLY BUILT SUPERB THREE BEDROOM FLATS ALL ROOMS ENSUITED PLUS IT HAS A GUEST TOILER AND SHOWER IN THE LIVING ROOM IN KILO NEXT TO MASHA MAIN CENTRAL SURULERE,1100000,,3CSAW,"Updated 25 Dec 2019, Added 13 Oct 2019",Newly Built,,
5490,surulere,Mutual Alpha Court estateAlaka Iponri Surulere Lagos,2 beds 1 baths 1 Toilets,2,1,1,Luxury 2 bedroom flat in an estate,1200000,,3CCNC,"Updated 25 Dec 2019, Added 27 Mar 2019",,,
5492,surulere,Off adetola street Aguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,SUPERB TWO BEDROOM FLAT IN A LOVELY BLOCK OF FOUR FLATS,1000000,,5CUQ,"Updated 25 Dec 2019, Added 22 Nov 2019",Newly Built,"Security
Water Treatment
Supermarket Nearby
Excision
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
New
Cheap
Renovated",This is a superb house and flat . all tiled floors and good bug living room and bedrooms etc
5494,surulere,Ketu close off brown Rd agudaAguda Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,Renovated miniflat at ketu close,500000,,3CGWY,"Updated 25 Dec 2019, Added 07 Jun 2019",,"24 hours Electricity
Security
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
Renovated",Newly renovated place tastefully finished all round tiles fitted kitchen 2t/2b massive carpark serene environment
5495,surulere,Shotayo street off kilo bus stop Kilo Marsha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,NEWLY BUILT BLOCK O FCSIX FLATS OF THREE BEDROOM FLATS ALL ROOMS ENSUITED CLOSE TO MASHA AFTER MASHA IN CENTRAL SURULERE,1100000,,6CRJZ,"Updated 25 Dec 2019, Added 03 Oct 2019",Newly Built,,
5496,surulere,Bode Thomas chief natuf street off anmashaunBode Thomas Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,2bedroom flat,800000,,9CMVL,"Updated 25 Dec 2019, Added 19 Aug 2019",,"24 hours Electricity
24 Hours Security
Big Compound
2 Bedrooms
Renovated",Standard 2 bedroom flat at chief natuf street off Babs anmashaun Bode Thomas very niice
5497,surulere,"Akinkunmi street off karonwi ,kiloKilo Marsha Surulere Lagos",3 beds 3 baths 3 Toilets,3,3,3,Newly built 3bedroom flat upstairs,800000,,0CNQW,"Updated 25 Dec 2019, Added 29 Aug 2019",Newly Built,"24 hours Electricity
POP Ceiling
Parking Space
24 Hours Security
All Room Ensuit
Big Compound
3 Bedrooms
New
Cheap","Newly built house all round tiles with 3t/3b upstairs pay& park in , tastefully finished , wardrobe big fitted kitchen , massive carpark serene environment"
5498,surulere,Ojuelegba Surulere Lagos,beds baths 4 Toilets,0,0,4,200sqm church space,600000,,0CLJT,"Updated 25 Dec 2019, Added 27 Jul 2019",,"24 hours Electricity
Parking Space
24 Hours Security
Big Compound
Renovated",Church space
5499,surulere,Oyewunmi close off ogunlana driveOgunlana Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,3bedroom flat upstairs,1000000,,3CHX,"Updated 25 Dec 2019, Added 20 Jun 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
Big Compound
3 Bedrooms
Cheap","Tastefully finished house all round tiles upstairs , fitted kitchen just 2in compound, quiet close & gated serene environment."
5500,surulere,"Agboyin avenue, Adelabu Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,Very lovely renovated 2 bedroom flat,800000,,5BXTX,"Updated 25 Dec 2019, Added 11 Dec 2018",,"2 Bedrooms
Renovated",Very lovely and fantastically renovated 2 bedroom flat upstairs with master bedroom ensuite with modern kitchen facilities on Agboyin road off Adela but Surulere #800.000 for 2 years
5501,surulere,Obele lawason surulereLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,300000,,6CKMX,"Updated 25 Dec 2019, Added 15 Jul 2019",Newly Built,"24 hours Electricity
24 Hours Security
1 Bedrooms
New",A mini flat at obele lawason surulere very good
5516,surulere,Achalla street off brown road agudaAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain at aguda,250000,,3CFGS,"Updated 25 Dec 2019, Added 15 May 2019",,"24 hours Electricity
Security
Parking Space
24 Hours Security
Security doors
Big Compound
1 Bedrooms
Cheap
Renovated","Very decent and clean place all round tiles ,pay and park in , quiet neighborhood"
5517,surulere,Kilo Masha dipo olubi streetKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,650000,,9CGJJ,"Updated 25 Dec 2019, Added 30 May 2019",,"24 hours Electricity
24 Hours Security
Big Compound
2 Bedrooms
Renovated",Standard 2 bedroom at k8lo Masha dipo olubi street very good
5518,surulere,Sam shonibare streetOgunlana Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,NEWLY RENOVATED THREE BEDROOM UPSTAIRS FLAT IN THE WONDERFUL ESTATE LIKE HIGHLY RESIDENTIAL NEIGHBOURHOOD OFF OGUNLANA DRIVE CENTRAL SURULERE,1200000,,9CTZM,"Updated 25 Dec 2019, Added 12 Nov 2019",,"Security
Water Treatment
Excision
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Security doors
Drainage System
Big Compound
3 Bedrooms
Cheap
Old
Renovated","This is an amazing newly renovated three bedroom upstairs flat. In a block of four flats. Massive living rooms and very standard rooms and big kitchen with a store room area , prepaid metre and good cleanest running water etc"
5519,surulere,Mosunmola street off adetola Aguda Surulere Lagos,3 beds 2 baths 3 Toilets,3,2,3,Newly renovated 3bedroom flat,800000,,2CHV,"Updated 25 Dec 2019, Added 19 Jun 2019",,"24 hours Electricity
Security
POP Ceiling
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
Cheap
Renovated",Newly renovated house all round tiles tastefully finished wall screeding wardrobe fitted sheet massive carpark serene environment.
5520,surulere,off Lawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,newly built miniflat,400000,,4BXZK,"Updated 25 Dec 2019, Added 19 Dec 2018",Newly Built,"POP Ceiling
Parking Space
All Room Ensuit
Big Compound
1 Bedrooms
New",well finished with balcony for each flat close to the bus stop
5521,surulere,RESIDENTIAL STREET IN KILO AREA AFTER MASHA SURULERE Kilo Marsha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,SUPERB NEWLY BUILT THREE BEDROOM APARTMENT,1300000,,7CRBL,"Updated 25 Dec 2019, Added 29 Sep 2019",Newly Built,"POP Ceiling
Security
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
Big Compound
C of O
Water Treatment
Excision
Drainage System
All Room Ensuit
3 Bedrooms
New
Cheap
D",SUPERB NEWLY BUILT THREE BEDROOM UPSTAIRS APARTMENT. MASSIVE SIZE ALL ROOMS ENSUITED ROOMS. CURRENTLY BEST IN SURULERE THIS IS THE BEST RESUDENTIAL HOUSE IN SURULERE. THE OWNER PAID ATTENTION TO A LOT O DETAILS WHEN BUILDING. THE ROOMS SIZES ARE BIGGER THAN WHAT YIU WOUKD FIND ELSEWERE AND SO IS THE MASSIVE KITCHEN WITH A BACK EXIT. FOUR TOILETS IN THE WHOLE FLAT . ALL.THE ROOMS ARE ENSUITED AND THE LIVING ROOM AS A GUEST TOILET ETC
